,flight_number,origin,dest
28224,YX 3524,EWR,ATL
28231,YX 5871,JFK,PIT
28249,WN 4577,LGA,ATL
28267,YX 3544,ATL,EWR
28275,DL 1069,LGA,DFW
28276,C5 4932,EWR,PWM
28277,UA 375,DFW,EWR
28312,YX 6063,IND,LGA
28326,DL 1458,SJU,JFK
28344,9E 5326,ROC,JFK
28348,9E 3430,CVG,EWR
28349,YX 6055,RDU,LGA
28352,9E 5312,LGA,CLT
28360,WN 761,DEN,EWR
28367,WN 1160,TPA,LGA
28373,DL 2323,JFK,BOS
28376,DL 1518,JFK,MCO
28380,9E 3387,JFK,DCA
28387,C5 4882,ORF,EWR
28403,UA 463,IAH,EWR
28418,UA 1228,ORD,LGA
28448,WN 1158,LGA,STL
28453,MQ 3786,JFK,IND
28466,9E 4847,CVG,EWR
28474,WN 2453,LGA,MSY
28488,9E 5475,LGA,BNA
28509,YX 3639,PVD,EWR
28530,9E 3493,DFW,JFK
28531,YX 5886,STL,LGA
28542,DL 2727,PBI,LGA
28546,OO 3600,MEM,LGA
28568,DL 1956,ATL,LGA
28569,EV 4070,EWR,CLE
28574,UA 1989,MIA,EWR
28593,MQ 3575,BNA,LGA
28596,C5 4883,EWR,BTV
28602,EV 4167,SYR,EWR
28607,DL 1786,DFW,LGA
28612,9E 5242,DFW,JFK
28618,9E 5523,CLT,JFK
28621,EV 4340,STL,EWR
28642,9E 5506,CLE,LGA
28649,9E 5241,LGA,CLE
28655,WN 819,LGA,BNA
28659,OO 3808,JFK,RDU
28660,WN 3733,MSY,LGA
28663,OO 3645,LGA,GSP
28664,YX 3473,EWR,RIC
28681,9E 5040,JFK,PIT
28686,WN 5403,LGA,HOU
28694,9E 5274,BOS,JFK
28696,YX 4482,ACK,LGA
28722,DL 1290,EWR,DTW
28723,C5 5008,ACK,EWR
28735,WN 3732,LGA,MDW
28749,UA 1153,LGA,IAH
28750,MQ 3863,JFK,CLE
28752,C5 4952,JAX,EWR
28755,YX 4553,LGA,RDU
28757,OO 4040,LGA,BHM
28765,DL 848,LGA,DTW
28770,OO 3819,BNA,JFK
28771,YX 3541,EWR,MHT
28772,9E 3397,JFK,SYR
28776,9E 5303,JFK,ORF
28788,9E 3280,RDU,LGA
28795,WN 3590,LGA,MSY
28805,UA 1755,IAH,LGA
28811,9E 3472,LGA,MKE
28813,AA 1027,JFK,CLT
28819,DL 1934,LAX,JFK
28829,DL 570,LGA,ORD
28831,WN 1326,DAL,LGA
28839,AA 2479,LGA,ORD
28845,DL 1997,JFK,DCA
28853,9E 5141,LGA,BGR
28855,9E 3477,RIC,LGA
28856,F9 2961,EWR,MIA
28858,C5 5000,EWR,CHS
28864,DL 341,BOS,JFK
28866,OO 3519,BUF,LGA
28899,YX 6078,LGA,CLE
28904,YX 4365,LGA,PIT
28910,OO 4120,LGA,SAV
28927,DL 1046,ATL,JFK
28943,DL 2340,JFK,MSP
28948,DL 2009,JFK,PBI
28958,DL 397,LGA,ORD
28960,YX 6090,JAX,LGA
28969,9E 3300,BNA,JFK
28983,9E 5430,LGA,MKE
28985,YX 5892,LGA,IAH
29016,WN 1561,TPA,LGA
29018,UA 271,EWR,FLL
29038,DL 2101,PBI,LGA
29041,WN 1876,MDW,LGA
29045,EV 4024,BTV,EWR
29049,OO 5958,ORD,LGA
29067,9E 3320,SYR,LGA
29070,9E 3308,LGA,SDF
29073,YX 3711,CMH,EWR
29078,G7 6196,EWR,RDU
29079,UA 1913,MIA,EWR
29114,YX 3476,EWR,STL
29131,YX 6087,LGA,RDU
29139,WN 2113,LGA,DAL
29143,9E 5122,SAV,LGA
29159,AS 58,PSP,JFK
29167,9E 4921,LGA,CVG
29168,C5 4873,EWR,PWM
29192,EV 4018,MEM,EWR
29197,DL 1105,FLL,LGA
29201,EV 4016,EWR,ROC
29203,OO 3572,LGA,CLE
29206,UA 1803,EWR,MIA
29207,DL 801,JFK,ATL
29222,DL 1192,TPA,LGA
29243,9E 5278,GSP,LGA
29245,9E 3488,JFK,DFW
29282,UA 1199,EWR,LAS
29297,DL 1713,JFK,LAX
29299,WN 1263,LGA,BNA
29305,9E 5118,BTV,LGA
29323,WN 2751,MDW,LGA
29340,YX 5880,LGA,DCA
29345,OO 4078,LGA,ORD
29359,YX 6040,DCA,LGA
29361,YX 3674,IND,EWR
29370,WN 610,MDW,LGA
29374,WN 3577,DEN,EWR
29384,AA 248,MCO,JFK
29385,UA 522,EWR,PBI
29409,EV 4022,SAV,EWR
29422,OO 3679,LGA,MCI
29431,AS 1005,SFO,JFK
29432,9E 4880,JFK,RDU
29433,WN 1965,LGA,BNA
29440,C5 4896,EWR,GSO
29444,UA 2277,ROC,EWR
29468,OO 4051,LGA,BHM
29483,YX 4395,LGA,RIC
29492,9E 3378,CMH,LGA
29494,9E 4860,JFK,SAV
29510,UA 2254,IAD,EWR
29515,9E 5067,LGA,GSO
29519,YX 4369,DTW,LGA
29520,WN 724,DEN,EWR
29524,WN 1307,MDW,EWR
29534,DL 2115,LGA,TPA
29540,UA 1453,IAH,EWR
29561,9E 3492,JFK,IAD
29563,C5 4920,EWR,JAX
29572,OO 3173,EWR,ORD
29576,9E 3388,STL,LGA
29593,9E 4895,RIC,LGA
29602,YX 5876,IAH,LGA
29614,EV 4037,PVD,EWR
29630,YX 3468,ATL,EWR
29631,9E 4872,LGA,PWM
29639,YX 3490,DFW,EWR
29644,DL 670,LGA,MCO
29649,YX 3531,PWM,EWR
29650,DL 2509,JFK,SFO
29652,YX 5891,LGA,CLT
29660,WN 5036,MDW,EWR
29662,9E 4905,LGA,STL
29665,WN 5064,STL,EWR
29684,9E 3337,JFK,DTW
29686,9E 3300,IAD,JFK
29710,9E 3330,LGA,BGR
29711,DL 697,MSP,EWR
29718,YX 5985,SRQ,LGA
29719,WN 865,LGA,TPA
29738,YX 6057,CLT,LGA
29739,YX 6035,IND,LGA
29741,YX 6121,LGA,MCI
29757,UA 1419,EWR,LAS
29759,YX 6054,LGA,MSN
29761,UA 2391,DEN,LGA
29767,YX 4553,RDU,LGA
29785,EV 3965,EWR,CMH
29794,C5 4971,IAD,LGA
29813,AA 2050,ORD,LGA
29824,YX 3691,SDF,EWR
29825,WN 3934,STL,LGA
29862,EV 4002,EWR,PWM
29864,YV 6251,LGA,IAH
29865,YX 3693,EWR,MSP
29867,OO 3519,LGA,SAV
29876,9E 5110,STL,LGA
29891,OO 3572,LGA,BHM
29902,WN 3106,EWR,MDW
29927,OO 3850,CLT,LGA
29939,OO 3846,LGA,RIC
29944,YX 3704,ORD,LGA
29945,9E 5043,LGA,GRR
29949,G4 1906,VPS,EWR
29951,WN 478,HOU,LGA
29954,AA 914,CLT,EWR
29959,OO 3846,OMA,LGA
29995,C5 4881,BNA,EWR
29996,EV 4412,GRR,EWR
30017,DL 995,PDX,JFK
30037,9E 5222,BUF,JFK
30052,WN 4449,LGA,HOU
30060,EV 4049,EWR,BTV
30063,OO 3636,CLE,LGA
30078,UA 1639,SRQ,EWR
30092,WN 860,ATL,LGA
30096,MQ 3918,STL,LGA
30104,MQ 4237,DTW,LGA
30106,9E 5144,LGA,JAX
30115,YX 5877,BOS,LGA
30127,UA 2238,RSW,EWR
30145,YX 5961,LGA,ROC
30150,YX 5994,GSP,LGA
30152,WN 1219,BNA,EWR
30159,YX 4331,DCA,LGA
30162,9E 3469,LGA,MSN
30179,YV 6267,IAH,LGA
30182,YX 3547,ORF,EWR
30185,YX 3514,ORF,EWR
30193,DL 1448,JFK,AUS
30195,UA 1702,FLL,EWR
30221,OO 3881,RIC,JFK
30231,PT 4775,PHL,JFK
30234,WN 3314,MDW,EWR
30241,WN 5726,EWR,BNA
30255,WN 5451,MCI,LGA
30256,WN 3241,MCI,LGA
30263,YX 3441,CHS,EWR
30270,AA 2932,EWR,CLT
30274,WN 3221,LGA,FLL
30285,YX 6080,CLT,LGA
30288,OO 5250,ORD,LGA
30300,YV 6065,IAD,LGA
30321,WN 5508,BNA,EWR
30326,DL 963,LGA,DFW
30334,WN 3561,DEN,EWR
30336,9E 5046,BOS,JFK
30351,9E 5222,JFK,DFW
30353,YX 3536,RDU,EWR
30359,C5 4938,EWR,DCA
30360,C5 4917,ROC,EWR
30369,9E 5032,CMH,LGA
30373,OO 3808,BOS,JFK
30375,WN 783,EWR,MDW
30379,DL 766,LGA,TPA
30388,OO 3956,DSM,LGA
30392,YX 6087,BUF,LGA
30414,C5 5021,CVG,EWR
30418,WN 3071,DAL,LGA
30430,WN 508,DAL,LGA
30461,YX 6082,JFK,BOS
30472,DL 1608,JFK,DEN
30488,DL 1702,LGA,MIA
30493,9E 3499,GSP,LGA
30501,YX 6077,CHS,JFK
30505,OO 3576,LGA,CAE
30508,YX 6117,LGA,BOS
30522,9E 5230,LGA,CVG
30523,WN 265,LGA,DAL
30530,DL 1135,JFK,AUS
30536,WN 1275,LGA,MKE
30537,AA 2253,MIA,LGA
30548,G7 6188,RDU,EWR
30554,AA 885,ATL,LGA
30557,EV 4117,MKE,EWR
30558,AS 1413,JFK,LAX
30568,DL 546,LGA,IAH
30574,EV 4289,EWR,DTW
30582,DL 1576,JFK,LAS
30587,DL 1225,JFK,MIA
30643,WN 796,BNA,EWR
30646,9E 3445,LGA,RDU
30657,AA 1326,BOS,JFK
30661,9E 5336,LGA,CLE
30662,C5 4921,EWR,MEM
30665,DL 2771,ORD,LGA
30676,DL 1615,PBI,LGA
30677,UA 1087,PBI,EWR
30681,OO 3620,LGA,GSO
30685,9E 3448,LGA,GSP
30687,F9 1261,EWR,MCO
30689,WN 2581,LGA,DEN
30690,YX 6098,LGA,MCI
30702,WN 1640,ATL,LGA
30705,OO 3985,ORD,JFK
30706,EV 4413,EWR,GRR
30717,WN 5340,LGA,HOU
30734,EV 3992,EWR,ALB
30739,9E 3383,BTV,JFK
30749,WN 948,DAL,LGA
30757,WN 491,LGA,DEN
30775,B6 128,FLL,EWR
30785,WN 2564,AUS,EWR
30789,9E 5139,GRR,LGA
30800,YX 6038,LGA,IND
30811,9E 4803,CLE,JFK
30819,WN 3538,LGA,BNA
30820,WN 4733,LGA,ATL
30857,C5 5011,EWR,BUF
30858,YX 4360,LGA,DTW
30862,9E 5101,JFK,CLE
30872,9E 3339,ORF,JFK
30880,EV 4265,CMH,EWR
30884,UA 1499,ORD,LGA
30891,WN 2339,LGA,DEN
30901,YX 5884,BUF,LGA
30917,9E 5472,CLT,JFK
30944,DL 1307,SEA,JFK
30955,OO 3604,LGA,MKE
30959,YX 5906,BUF,LGA
30969,OO 3996,BOS,JFK
30972,WN 6707,LGA,MCI
30974,MQ 4213,LGA,SDF
30986,9E 3413,SYR,LGA
31002,9E 5178,JAX,LGA
31009,EV 4156,STL,EWR
31013,WN 4876,ATL,LGA
31061,DL 1928,SLC,JFK
31062,YX 5936,LGA,DCA
31067,9E 3402,XNA,LGA
31094,WN 2367,LGA,DAL
31100,WN 4541,DAL,LGA
31105,WN 819,MSY,LGA
31111,WN 650,LGA,MCI
31113,YX 3622,EWR,SRQ
31136,YX 3703,ORD,EWR
31151,WN 4858,MDW,EWR
31177,UA 327,EWR,DFW
31179,WN 3800,LGA,DEN
31209,DL 2420,EWR,MSP
31216,OO 3682,LGA,GSP
31222,9E 5308,CLT,LGA
31223,WN 2171,EWR,OAK
31266,DL 1406,SJU,JFK
31267,DL 2279,LAX,JFK
31271,9E 3431,BNA,JFK
31277,C5 4962,EWR,BGR
31282,9E 3481,DFW,JFK
31296,9E 4945,ORF,LGA
31313,YX 6038,JFK,IND
31314,9E 4895,LGA,RIC
31333,G7 6275,DTW,EWR
31344,WN 3836,BWI,EWR
31351,OO 3940,LGA,BNA
31356,UA 834,EWR,PHX
31361,MQ 3985,JFK,RDU
31363,WN 776,EWR,BNA
31381,9E 5322,JFK,DCA
31382,WN 1174,LGA,TPA
31384,9E 5160,LGA,MEM
31402,YX 4311,RDU,LGA
31416,UA 1157,MIA,EWR
31417,UA 1629,EWR,PHX
31450,DL 1334,LGA,ATL
31465,EV 4140,EWR,BNA
31480,WN 2932,DAL,LGA
31483,G7 6227,EWR,CVG
31489,DL 456,BOS,LGA
31491,YX 3598,EWR,GRR
31495,YX 3545,EWR,CHS
31497,UA 1409,LGA,ORD
31500,9E 5083,RDU,LGA
31501,DL 3014,JFK,MIA
31502,DL 1410,FLL,LGA
31509,B6 2704,SJU,JFK
31530,WN 353,LGA,MDW
31537,YX 3436,CVG,EWR
31539,9E 5060,DFW,JFK
31543,YX 4350,MVY,LGA
31563,UA 1450,IAH,EWR
31567,WN 1330,MDW,LGA
31580,DL 807,IAH,LGA
31581,YX 3628,EWR,STL
31596,YX 3700,LGA,ORD
31603,YX 6019,BOS,JFK
31615,9E 5233,BTV,LGA
31628,UA 380,FLL,EWR
31640,9E 3310,JFK,DCA
31667,UA 1086,FLL,EWR
31673,AA 2166,LGA,BOS
31675,AA 1021,DFW,LGA
31698,9E 4835,MEM,LGA
31704,9E 3286,RDU,LGA
31708,OO 3929,DCA,JFK
31709,DL 677,MSY,LGA
31710,EV 4335,CMH,EWR
31731,DL 1154,LGA,MCO
31733,YX 5879,PIT,LGA
31738,9E 5128,JFK,BTV
31745,OO 3609,CAE,LGA
31746,AA 1045,LGA,CLT
31760,YX 6051,PIT,LGA
31779,DL 2447,ATL,EWR
31784,UA 1072,ORD,EWR
31806,OO 3521,LGA,BNA
31813,DL 2175,LGA,ORD
31814,DL 1024,FLL,LGA
31819,DL 2752,EWR,DTW
31826,C5 4885,EWR,ELM
31845,EV 4024,EWR,PVD
31855,9E 5355,DTW,JFK
31857,YX 6044,BHM,LGA
31860,DL 519,JFK,PDX
31864,DL 1994,MIA,LGA
31872,9E 5241,LGA,RDU
31875,YX 5923,MEM,LGA
31892,WN 2515,BNA,LGA
31899,YX 6034,RDU,LGA
31900,WN 2171,STL,EWR
31915,EV 4207,GRR,EWR
31925,G4 403,TYS,EWR
31933,YX 6037,CLT,LGA
31937,YX 3607,EWR,BTV
31947,EV 4378,EWR,DCA
31949,9E 5148,IND,JFK
31959,9E 5161,JFK,DTW
31965,9E 5394,GSP,LGA
31969,OO 3839,LGA,MKE
31972,WN 3288,PBI,LGA
31975,YX 5957,PIT,LGA
31979,YX 6062,LGA,RDU
32001,MQ 4072,LGA,CHO
32011,YX 5980,ROC,LGA
32013,WN 1145,LGA,MCI
32018,9E 3493,MSN,LGA
32024,DL 1443,IAH,JFK
32037,WN 1250,AUS,EWR
32041,DL 1404,BOS,JFK
32059,WN 350,MSY,LGA
32065,DL 751,BOS,LGA
32067,OO 3766,EWR,DTW
32069,DL 1863,IAH,LGA
32079,YX 4633,PBI,LGA
32100,9E 5440,LGA,CLT
32105,9E 5203,JFK,DFW
32113,YX 6106,CMH,LGA
32115,DL 2633,JFK,ATL
32123,UA 849,MSY,EWR
32138,EV 4155,GRR,EWR
32140,OO 3781,RIC,LGA
32142,WN 803,LGA,DEN
32144,9E 5426,EWR,BOS
32148,9E 5259,MSP,EWR
32159,DL 2717,JFK,CLT
32162,AA 1015,JFK,MIA
32171,DL 861,BOS,JFK
32175,DL 1415,LGA,MIA
32179,UA 1022,EWR,CLT
32185,G7 6188,EWR,RDU
32189,YX 3595,EWR,DFW
32195,DL 2168,MIA,LGA
32205,9E 3425,JFK,PWM
32223,UA 1021,RSW,EWR
32232,9E 5298,GSO,LGA
32244,MQ 4023,LGA,GSO
32246,WN 2506,ATL,LGA
32260,YX 6128,LGA,ROC
32269,9E 5127,CLE,LGA
32275,EV 3966,CLE,EWR
32281,9E 5142,JFK,DTW
32282,AA 1414,MIA,EWR
32284,DL 1774,SJC,JFK
32286,MQ 4239,CMH,LGA
32303,9E 5222,BTV,LGA
32323,DL 637,LGA,TVC
32327,DL 1587,LGA,BOS
32332,OO 3711,CLE,LGA
32333,OO 5587,ORD,LGA
32337,DL 2822,JFK,MCO
32346,YX 3567,OMA,EWR
32366,WN 2410,LGA,HOU
32367,UA 1754,MSY,EWR
32388,9E 5228,RIC,LGA
32401,C5 4934,PWM,EWR
32403,OO 4164,OMA,LGA
32417,YX 6135,JFK,CLE
32428,DL 2158,DTW,EWR
32454,OO 3665,GSP,LGA
32479,9E 3374,JFK,BOS
32483,9E 5340,CHA,LGA
32493,DL 715,DFW,LGA
32498,9E 4800,LGA,SAV
32511,WN 6630,EWR,PHX
32513,MQ 3736,JFK,ORF
32516,DL 301,LGA,BOS
32518,9E 3345,ROC,LGA
32521,OO 3875,LGA,DSM
32523,9E 5234,BUF,JFK
32537,YX 5968,RDU,LGA
32560,YX 6047,LGA,GSP
32577,DL 2712,MSP,EWR
32578,YX 6113,CMH,LGA
32581,9E 5060,LGA,GSO
32585,WN 5248,LGA,ATL
32596,DL 1882,MCO,JFK
32608,DL 931,LGA,ORD
32610,WN 1166,MSY,LGA
32612,WN 3117,LGA,MDW
32614,9E 3395,CVG,EWR
32618,9E 5514,BHM,LGA
32629,WN 1738,ATL,LGA
32630,9E 3355,GSO,LGA
32635,9E 5036,SDF,LGA
32639,DL 1964,ORD,LGA
32643,DL 1963,LGA,DFW
32645,YX 5897,LGA,GRR
32647,9E 5419,TYS,LGA
32666,YX 4352,PHL,LGA
32685,9E 5206,LGA,ORF
32690,WN 3634,MSY,LGA
32698,9E 5110,LGA,PIT
32701,DL 2744,EWR,DTW
32703,C5 4946,CVG,EWR
32711,9E 3361,CLT,JFK
32718,YX 6028,LGA,SDF
32737,C5 4931,ORF,EWR
32742,9E 4823,RIC,LGA
32749,WN 3865,MCI,LGA
32767,WN 2808,MDW,LGA
32777,YX 5971,MCI,LGA
32796,WN 3607,ATL,LGA
32807,DL 2763,LGA,MIA
32819,YX 5891,LGA,BOS
32825,C5 5011,PVD,EWR
32841,YX 6105,DFW,LGA
32854,WN 471,LGA,DAL
32874,AA 2486,ORD,LGA
32878,YX 4620,LGA,DAB
32885,YX 4354,CLE,LGA
32918,OO 4626,BUF,JFK
32933,YX 5939,LGA,BOS
32935,DL 2018,ATL,LGA
32939,OO 4443,MKE,LGA
32943,DL 1280,LGA,DFW
32946,DL 1106,MCO,LGA
32952,UA 1252,EWR,SAT
32959,WN 4567,LGA,MDW
32960,C5 4901,STL,EWR
32967,9E 5423,EWR,MSP
32974,EV 4416,PVD,EWR
32977,C5 4978,IAD,EWR
32987,UA 1279,AUS,EWR
33011,9E 3282,PIT,LGA
33025,DL 483,LGA,SRQ
33048,WN 4440,LGA,MDW
33059,WN 4634,DEN,LGA
33061,WN 2740,LGA,DAL
33095,B6 1808,IAD,JFK
33110,9E 4886,PWM,LGA
33111,YX 5967,LGA,MSY
33116,DL 3049,ORD,LGA
33128,AA 194,LGA,ORD
33132,DL 2805,MSY,JFK
33136,OO 3541,JFK,CLE
33139,DL 2316,JFK,DEN
33150,OO 4145,LGA,BHM
33167,9E 5209,LGA,CLT
33198,C5 4902,EWR,MSN
33199,WN 1566,LGA,DAL
33209,WN 687,LGA,DEN
33211,EV 4065,CLE,EWR
33216,9E 5310,CVG,LGA
33218,UA 1921,LGA,ORD
33221,YX 4277,LGA,BNA
33225,DL 976,JFK,DEN
33291,UA 695,EWR,RDU
33302,DL 2155,FLL,LGA
33325,9E 4889,LGA,MCI
33327,EV 4391,RDU,EWR
33342,UA 1281,EWR,IAH
33348,YX 6028,LGA,CMH
33356,9E 5074,BGR,LGA
33364,9E 3397,STL,LGA
33370,9E 3430,LGA,MCI
33373,WN 4931,STL,LGA
33387,YX 5931,BOS,LGA
33397,EV 4032,BTV,EWR
33404,UA 1174,EWR,LAS
33406,9E 5442,XNA,LGA
33424,YX 3719,GRR,EWR
33426,DL 1521,DTW,JFK
33428,DL 1557,LGA,MCO
33433,EV 4104,JAX,EWR
33436,YX 6084,BOS,EWR
33440,C5 4913,ORF,EWR
33446,YX 6087,IND,LGA
33455,9E 5306,JFK,SYR
33483,9E 5438,JFK,CLE
33502,WN 559,DAL,LGA
33511,YX 4506,DTW,LGA
33519,YX 5880,LGA,RDU
33569,9E 5358,JFK,DTW
33573,OO 3639,JFK,RIC
33574,DL 1473,JFK,SJU
33582,DL 1961,JFK,SLC
33587,DL 1549,LGA,MIA
33592,C5 4946,GSP,EWR
33595,AA 1399,JFK,LAS
33603,DL 1967,JFK,PHX
33617,9E 3325,PWM,LGA
33625,9E 3292,OMA,LGA
33631,C5 4991,RIC,EWR
33638,WN 3156,LGA,ATL
33653,DL 2312,JFK,SFO
33654,9E 5048,RDU,EWR
33662,WN 388,MDW,LGA
33681,9E 5257,BUF,JFK
33692,YX 3465,CLT,EWR
33700,9E 3291,JFK,BNA
33707,WN 1166,MDW,LGA
33710,MQ 3742,ORF,JFK
33717,DL 2229,LGA,IAH
33718,OO 4122,ORD,LGA
33726,WN 5381,LGA,BNA
33727,DL 761,DTW,JFK
33741,DL 2108,MSP,LGA
33748,9E 5073,OMA,LGA
33754,9E 5390,JFK,RIC
33759,9E 3378,LGA,PIT
33760,9E 3373,MCI,LGA
33762,9E 5193,TYS,LGA
33769,9E 3448,ROC,JFK
33781,DL 1437,JFK,SLC
33783,YX 5967,CMH,LGA
33786,UA 2185,JAX,EWR
33787,AA 1380,CLT,EWR
33790,B6 1610,ACK,LGA
33800,OO 4167,IAH,LGA
33801,WN 2376,TPA,LGA
33815,9E 3458,GRR,LGA
33817,OO 4796,LGA,GSO
33837,DL 1518,LGA,TPA
33845,9E 3354,LGA,SAV
33849,YX 3609,MKE,EWR
33865,OO 4094,ORD,LGA
33874,WN 1080,EWR,BWI
33875,DL 1109,JFK,RSW
33876,C5 4959,CLE,EWR
33882,UA 1562,EGE,EWR
33887,9E 5465,CHA,LGA
33899,9E 5205,RDU,LGA
33905,WN 3738,TPA,LGA
33911,WN 2747,MKE,LGA
33915,DL 2781,JFK,ATL
33923,YX 3659,STL,EWR
33924,WN 3567,STL,EWR
33949,OO 5773,ORD,LGA
33960,UA 1738,SFO,EWR
33965,WN 461,PHX,EWR
33966,MQ 3874,CLE,LGA
33968,YX 5921,LGA,BOS
33980,UA 1775,PBI,EWR
33984,B6 1905,JFK,ORD
33986,YX 3675,ORD,LGA
33989,9E 3289,JFK,ROC
34005,9E 5158,BUF,JFK
34006,YX 5888,ROC,JFK
34023,YX 6059,LGA,CHS
34027,9E 3428,PIT,LGA
34041,AA 2306,JFK,SAN
34045,DL 1316,ATL,EWR
34047,YX 3594,CLE,LGA
34067,WN 2162,EWR,STL
34070,UA 480,SEA,EWR
34073,WN 2086,BNA,EWR
34074,YX 5934,IAH,LGA
34076,WN 962,LGA,HOU
34094,WN 3022,LGA,BNA
34111,WN 2325,EWR,STL
34115,DL 1578,JFK,MIA
34116,OO 3891,LGA,BHM
34132,WN 2032,EWR,AUS
34136,WN 2325,EWR,MDW
34149,OO 4134,SAV,LGA
34163,DL 305,DTW,EWR
34166,YX 6128,LGA,CLE
34168,UA 521,EWR,AUS
34172,DL 999,DTW,JFK
34180,UA 2301,PBI,EWR
34204,WN 3110,EWR,PHX
34218,EV 4096,EWR,BUF
34222,WN 3751,LGA,DEN
34240,C5 4865,EWR,CMH
34241,WN 2776,DAL,LGA
34268,WN 1156,EWR,MDW
34273,WN 4269,EWR,MDW
34277,C5 4990,PVD,EWR
34308,YX 5927,JFK,DTW
34329,DL 728,LGA,IAH
34357,DL 3019,ATL,EWR
34376,YX 5927,LGA,BUF
34379,9E 5318,CLT,LGA
34381,DL 1839,LGA,BOS
34383,WN 1168,LGA,ATL
34396,OO 3948,LGA,GSO
34416,G7 6283,EWR,RDU
34419,OH 5654,LGA,ORF
34425,UA 1029,ORD,LGA
34448,WN 1718,MCO,EWR
34454,YX 3686,EWR,ROC
34456,B6 2026,FLL,JFK
34458,WN 5874,DAL,LGA
34468,G7 6215,DTW,EWR
34469,WN 3820,MDW,LGA
34470,DL 796,LGA,DFW
34496,9E 5549,LGA,BGR
34500,YX 6010,LGA,ROC
34504,UA 910,EWR,PBI
34513,DL 1197,DFW,JFK
34522,9E 5358,LGA,PIT
34530,9E 5312,PIT,LGA
34531,OO 3663,SYR,LGA
34532,C5 4885,DCA,EWR
34541,C5 4914,EWR,GRR
34560,WN 393,LGA,MKE
34583,9E 3324,LGA,PIT
34596,9E 3417,BNA,LGA
34606,YX 4555,LGA,CAE
34611,DL 1501,FLL,LGA
34633,DL 998,PBI,LGA
34637,OO 3815,CLT,LGA
34641,UA 1057,PBI,EWR
34648,WN 2282,DAL,LGA
34660,DL 1814,LGA,MSY
34691,YX 5902,EWR,BOS
34702,C5 4911,EWR,CMH
34708,YX 6046,PIT,LGA
34712,WN 2569,EWR,AUS
34713,YX 6057,CLE,LGA
34722,AA 801,LGA,DFW
34735,YX 3417,ATL,EWR
34736,WN 3946,LGA,BNA
34742,OO 3737,JFK,BUF
34757,C5 4922,CLE,EWR
34792,YX 3554,EWR,PVD
34795,YX 5868,SDF,LGA
34821,OO 3803,LGA,GRR
34827,EV 4238,EWR,MEM
34843,DL 1167,TPA,LGA
34859,DL 2210,LGA,ATL
34878,YX 3681,BUF,EWR
34884,9E 3424,LGA,ROC
34897,WN 3228,MCO,LGA
34899,C5 4882,EWR,ROC
34905,DL 2840,JFK,PHX
34909,C5 4981,MHT,EWR
34912,UA 565,EWR,MCO
34925,G4 1233,AVL,EWR
34941,WN 2648,MDW,LGA
34959,YX 3637,ROC,EWR
34961,WN 3806,MDW,LGA
34982,WN 5331,LGA,DAL
34999,YX 3696,EWR,RIC
35002,DL 1877,LGA,BOS
35009,WN 5394,DAL,LGA
35012,9E 5296,BWI,JFK
35015,AS 590,SFO,EWR
35024,DL 1591,MIA,LGA
35042,WN 955,MCI,LGA
35045,WN 396,LGA,TPA
35059,B6 580,EWR,BOS
35079,EV 4240,IND,EWR
35081,C5 4903,PVD,EWR
35082,YX 6060,RDU,LGA
35086,YX 5950,BUF,LGA
35092,DL 846,IAH,LGA
35095,C5 4994,EWR,JAX
35103,WN 3980,BNA,LGA
35115,WN 2437,LGA,ATL
35116,WN 925,LGA,MSY
35121,DL 2802,LAS,JFK
35177,WN 486,BWI,EWR
35184,DL 496,LAX,JFK
35187,DL 719,LGA,DFW
35215,DL 1243,LGA,IAH
35219,9E 4893,LGA,SYR
35228,C5 4987,EWR,TYS
35231,9E 3335,PIT,JFK
35237,WN 2503,ATL,LGA
35240,MQ 3803,ORD,EWR
35243,YX 5872,STL,LGA
35246,OO 4032,LGA,SYR
35249,WN 1749,MDW,EWR
35260,C5 4919,EWR,BGR
35261,OO 3728,LGA,DFW
35265,UA 205,MIA,EWR
35267,AA 2885,RDU,LGA
35268,AA 2768,PHX,JFK
35270,OO 3755,LGA,ORD
35280,AA 115,EGE,LGA
35289,9E 5112,JFK,ORF
35304,AA 1208,LGA,DFW
35315,9E 3350,STL,LGA
35321,EV 4040,EWR,AVL
35329,DL 2602,JFK,MSP
35351,9E 5516,CHS,LGA
35355,DL 773,LGA,ATL
35371,9E 3478,MCI,LGA
35373,YX 5974,ROC,LGA
35379,YX 4370,RIC,LGA
35388,DL 842,EWR,MSP
35393,YV 6291,IAD,LGA
35405,WN 1521,LGA,MKE
35407,C5 4891,EWR,BUF
35423,9E 3396,CLE,LGA
35425,DL 1479,TPA,JFK
35440,WN 3072,MCI,LGA
35442,UA 1738,EWR,ROC
35444,C5 4974,EWR,ROC
35447,9E 5280,LGA,SYR
35450,YX 3572,EWR,DCA
35455,WN 2414,LGA,DAL
35463,DL 1253,LGA,DFW
35464,DL 1473,JFK,LAS
35465,YX 5997,LGA,MSY
35469,OO 3916,DSM,LGA
35477,WN 1397,MCI,LGA
35483,UA 665,IAH,EWR
35487,AA 2286,LGA,CLT
35489,AA 2155,LGA,DCA
35490,C5 4894,RIC,EWR
35506,DL 2978,JFK,SEA
35509,C5 4990,EWR,ORF
35513,DL 1968,JFK,ATL
35518,YX 4364,LGA,PHL
